Therapieart;Bezeichnung;Substanzname;Weitere_Bezeichnung;Tumorbezogene_Therapie;Hauptgruppe;Untergruppe;ATC_Kode
HO;Megestrol;Megestrol;Megestat;ja;Endokrine Therapie;Sonstige endokrine Therapie;L02AB01
CH;Alkeran;Melphalan;Alkeran, MPL;ja;Zytostatikum;Alkylanz;L01AA03
CH;Melphalan;Melphalan;Alkeran, MPL;ja;Zytostatikum;Alkylanz;L01AA03
CH;MPL;Melphalan;Alkeran, MPL;ja;Zytostatikum;Alkylanz;L01AA03
IM;Mepolizumab;Mepolizumab;Nucala;nein;Nicht supportiv;Antikörper (nicht supportiv);R03DX09
IM;Nucala;Mepolizumab;Nucala;nein;Nicht supportiv;Antikörper (nicht supportiv);R03DX09
CH;6-MP;Mercaptopurin;Puri-Nethol, 6-MP, Purinethol;ja;Zytostatikum;Antimetabolit;L01BB02 
CH;Mercaptopurin;Mercaptopurin;Puri-Nethol, 6-MP, Purinethol;ja;Zytostatikum;Antimetabolit;L01BB02 
CH;Purinethol;Mercaptopurin;Puri-Nethol, 6-MP, Purinethol;ja;Zytostatikum;Antimetabolit;L01BB02 
CH;Puri-Nethol;Mercaptopurin;Puri-Nethol, 6-MP, Purinethol;ja;Zytostatikum;Antimetabolit;L01BB02 
ZS;Merestinib;Merestinib;;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;
SO;Mesna;Mesna;Uromitexan;nein;Supportiv;Sonstiges Supportivum;V03AF01
SO;Uromitexan;Mesna;Uromitexan;nein;Supportiv;Sonstiges Supportivum;V03AF01
SO;Levomethadon;Methadon;Levomethadon, Methadon-neuraxpharm;nein;Nicht supportiv;Analgetikum;N07BC02, N07BC05
SO;Methadon;Methadon;Levomethadon, Methadon-neuraxpharm;nein;Nicht supportiv;Analgetikum;N07BC02, N07BC05
SO;Methadon-neuraxpharm;Methadon;Levomethadon, Methadon-neuraxpharm;nein;Nicht supportiv;Analgetikum;N07BC02, N07BC05
CH;Lantarel;Methotrexat;MTX, Lantarel, metex;ja;Zytostatikum;Antimetabolit;L01BA01
CH;metex;Methotrexat;MTX, Lantarel, metex;ja;Zytostatikum;Antimetabolit;L01BA01
CH;Methotrexat;Methotrexat;MTX, Lantarel, metex;ja;Zytostatikum;Antimetabolit;L01BA01
CH;MTX;Methotrexat;MTX, Lantarel, metex;ja;Zytostatikum;Antimetabolit;L01BA01
SO;8-Methoxypsoralen;Methoxsalen;UVADEX, 8-Methoxypsoralen, 8-MOP;ja;Anderes antineoplastisches Mittel;Photosensibilisator;D05BA02
SO;8-MOP;Methoxsalen;UVADEX, 8-Methoxypsoralen, 8-MOP;ja;Anderes antineoplastisches Mittel;Photosensibilisator;D05BA02
SO;Methoxsalen;Methoxsalen;UVADEX, 8-Methoxypsoralen, 8-MOP;ja;Anderes antineoplastisches Mittel;Photosensibilisator;D05BA02
SO;UVADEX;Methoxsalen;UVADEX, 8-Methoxypsoralen, 8-MOP;ja;Anderes antineoplastisches Mittel;Photosensibilisator;D05BA02
SO;Advantan;Methylprednisolon;Advantan, Methylprednisolut, Metypred, Urbason;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB04, D07AC14, 
SO;Methylprednisolon;Methylprednisolon;Advantan, Methylprednisolut, Metypred, Urbason;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB04, D07AC14, 
SO;Methylprednisolut;Methylprednisolon;Advantan, Methylprednisolut, Metypred, Urbason;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB04, D07AC14, 
SO;Metypred;Methylprednisolon;Advantan, Methylprednisolut, Metypred, Urbason;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB04, D07AC14, 
SO;Urbason;Methylprednisolon;Advantan, Methylprednisolut, Metypred, Urbason;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;H02AB04, D07AC14, 
SO;MCP;Metoclopramid;Metoclopramidhydrochlorid-Monohydrat, MCP;nein;Supportiv;Antiemetikum;A03FA01
SO;Metoclopramid;Metoclopramid;Metoclopramidhydrochlorid-Monohydrat, MCP;nein;Supportiv;Antiemetikum;A03FA01
SO;Metoclopramidhydrochlorid-Monohydrat;Metoclopramid;Metoclopramidhydrochlorid-Monohydrat, MCP;nein;Supportiv;Antiemetikum;A03FA01
ZS;Midostaurin;Midostaurin;Rydapt;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE39
ZS;Rydapt;Midostaurin;Rydapt;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE39
IM;MEPACT;Mifamurtid;MEPACT;ja;Immunmodulator;sonstiges Immunstimulanz;L03AX15
IM;Mifamurtid;Mifamurtid;MEPACT;ja;Immunmodulator;sonstiges Immunstimulanz;L03AX15
SO;Impavido;Miltefosin;Impavido;nein;Nicht supportiv;Sonstiges Supportivum;P01CX04
SO;Miltefosin;Miltefosin;Impavido;nein;Nicht supportiv;Sonstiges Supportivum;P01CX04
SO;abnobaVISCUM;Mistelkraut;abnobaVISCUM, Iscador, Iscucin, Lektinol;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01CH01, L01CP01
SO;Iscador;Mistelkraut;abnobaVISCUM, Iscador, Iscucin, Lektinol;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01CH01, L01CP01
SO;Iscucin;Mistelkraut;abnobaVISCUM, Iscador, Iscucin, Lektinol;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01CH01, L01CP01
SO;Lektinol;Mistelkraut;abnobaVISCUM, Iscador, Iscucin, Lektinol;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01CH01, L01CP01
SO;Mistelkraut;Mistelkraut;abnobaVISCUM, Iscador, Iscucin, Lektinol;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01CH01, L01CP01
CH;Mitobronitol;Mitobronitol;;ja;Zytostatikum;Alkylanz;L01AX01
ZS;Mitoguazon;Mitoguazon;;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX16
CH;Mitem;Mitomycin;Mitem, mito-extra, mito-medac, Urocin;ja;Zytostatikum;Anthrazyklin;L01DC03
CH;mito-extra;Mitomycin;Mitem, mito-extra, mito-medac, Urocin;ja;Zytostatikum;Anthrazyklin;L01DC03
CH;mito-medac;Mitomycin;Mitem, mito-extra, mito-medac, Urocin;ja;Zytostatikum;Anthrazyklin;L01DC03
CH;Mitomycin;Mitomycin;Mitem, mito-extra, mito-medac, Urocin;ja;Zytostatikum;Anthrazyklin;L01DC03
CH;Urocin;Mitomycin;Mitem, mito-extra, mito-medac, Urocin;ja;Zytostatikum;Anthrazyklin;L01DC03
CH;Lysodren;Mitotan;Lysodren;ja;Zytostatikum;Sonstiges Zytostatikum;L01XX23
CH;Mitotan;Mitotan;Lysodren;ja;Zytostatikum;Sonstiges Zytostatikum;L01XX23
CH;Mitoxantron;Mitoxantron;Novantron, Onkotrone, Ralenova;ja;Zytostatikum;Anthrazyklin;L01DB07
CH;Novantron;Mitoxantron;Novantron, Onkotrone, Ralenova;ja;Zytostatikum;Anthrazyklin;L01DB07
CH;Onkotrone;Mitoxantron;Novantron, Onkotrone, Ralenova;ja;Zytostatikum;Anthrazyklin;L01DB07
CH;Ralenova;Mitoxantron;Novantron, Onkotrone, Ralenova;ja;Zytostatikum;Anthrazyklin;L01DB07
IM;Mogamulizumab;Mogamulizumab;Poteligeo;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC25
IM;Poteligeo;Mogamulizumab;Poteligeo;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC25
SO;Leucomax;Molgramostim;Leucomax;nein;Supportiv;Sonstiges Supportivum;L03AA03
SO;Molgramostim;Molgramostim;Leucomax;nein;Supportiv;Sonstiges Supportivum;L03AA03
ZS;Momelotinib;Momelotinib;;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;
SO;Morphin;Morphin;;nein;Supportiv;Analgetikum;N02AA01
IM;Muromonab-CD3;Muromonab-CD3;Orthoclone OKT3;nein;Supportiv (GVHD);Antikörper (supportiv);L04AA02
IM;Orthoclone OKT3;Muromonab-CD3;Orthoclone OKT3;nein;Supportiv (GVHD);Antikörper (supportiv);L04AA02
IM;CellCept;Mycophenolsäure;Myfortic, CellCept, Mowel, Mycophenolatmofetil;nein;Supportiv;Sonstiges Supportivum;L04AA06
IM;Mowel;Mycophenolsäure;Myfortic, CellCept, Mowel, Mycophenolatmofetil;nein;Supportiv;Sonstiges Supportivum;L04AA06
IM;Mycophenolatmofetil;Mycophenolsäure;Myfortic, CellCept, Mowel, Mycophenolatmofetil;nein;Supportiv;Sonstiges Supportivum;L04AA06
IM;Mycophenolsäure;Mycophenolsäure;Myfortic, CellCept, Mowel, Mycophenolatmofetil;nein;Supportiv;Sonstiges Supportivum;L04AA06
IM;Myfortic;Mycophenolsäure;Myfortic, CellCept, Mowel, Mycophenolatmofetil;nein;Supportiv;Sonstiges Supportivum;L04AA06
IM;Natalizumab;Natalizumab;TYSABRI;nein;Nicht supportiv;Antikörper (nicht supportiv);L04AA23
IM;TYSABRI;Natalizumab;TYSABRI;nein;Nicht supportiv;Antikörper (nicht supportiv);L04AA23
SO;Natrium Levofolinat;Natrium Levofolinat;Natriumlevofolinat medac;ja;Protektivum/Antidot für die antineoplastische Therapie;Antidot;V03AF10
SO;Natriumlevofolinat medac;Natrium Levofolinat;Natriumlevofolinat medac;ja;Protektivum/Antidot für die antineoplastische Therapie;Antidot;V03AF10
IM;Necitumumab;Necitumumab;Portrazza;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;L01XC22 
IM;Portrazza;Necitumumab;Portrazza;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;L01XC22 
CH;Atriance;Nelarabin;Atriance;ja;Zytostatikum;Antimetabolit;L01BB07
CH;Nelarabin;Nelarabin;Atriance;ja;Zytostatikum;Antimetabolit;L01BB07
ZS;Neratinib;Neratinib;Nerlynx;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE45
ZS;Nerlynx;Neratinib;Nerlynx;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE45
ZS;Nilotinib;Nilotinib;Tasigna;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE08
ZS;Tasigna;Nilotinib;Tasigna;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE08
HO;Anandron;Nilutamid;Anandron, Nilandron;ja;Endokrine Therapie;Antiandrogen;L02BB02
HO;Nilandron;Nilutamid;Anandron, Nilandron;ja;Endokrine Therapie;Antiandrogen;L02BB02
HO;Nilutamid;Nilutamid;Anandron, Nilandron;ja;Endokrine Therapie;Antiandrogen;L02BB02
CH;ACNU;Nimustin;ACNU, Nidran ;ja;Zytostatikum;Alkylanz;L01AD06
CH;Nidran;Nimustin;ACNU, Nidran ;ja;Zytostatikum;Alkylanz;L01AD06
CH;Nimustin;Nimustin;ACNU, Nidran ;ja;Zytostatikum;Alkylanz;L01AD06
ZS;Nintedanib;Nintedanib;Vargatef;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE31 
ZS;Vargatef;Nintedanib;Vargatef;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE31 
ZS;Niraparib;Niraparib;Zejula;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX54 
ZS;Zejula;Niraparib;Zejula;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX54 
IM;Nivolumab;Nivolumab;OPDIVO;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;L01XC17
IM;OPDIVO;Nivolumab;OPDIVO;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;L01XC17
IM;Gazyvaro;Obinutuzumab;Gazyvaro;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC15
IM;Obinutuzumab;Obinutuzumab;Gazyvaro;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC15
ZS;Genasense;Oblimersen;Genasense;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX36
ZS;Oblimersen;Oblimersen;Genasense;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX36
HO;Octreotid;Octreotid;Sandostatin;ja;Endokrine Therapie;Sonstige endokrine Therapie;H01CB02
HO;Sandostatin;Octreotid;Sandostatin;ja;Endokrine Therapie;Sonstige endokrine Therapie;H01CB02
IM;Arzerra;Ofatumumab;Arzerra;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC10
IM;Ofatumumab;Ofatumumab;Arzerra;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC10
ZS;Lynparza;Olaparib;Lynparza;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX46 
ZS;Olaparib;Olaparib;Lynparza;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX46 
ZS;NOX-A12;Olaptesed;Olaptesed pegol, NOX-A12;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
ZS;Olaptesed;Olaptesed;Olaptesed pegol, NOX-A12;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
ZS;Olaptesed pegol;Olaptesed;Olaptesed pegol, NOX-A12;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;
IM;Lartruvo;Olaratumab;Lartruvo;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC27
IM;Olaratumab;Olaratumab;Lartruvo;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC27
ZS;Omacetaxin mepesuccinat;Omacetaxin mepesuccinat;Synribo;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XX40 
ZS;Synribo;Omacetaxin mepesuccinat;Synribo;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XX40 
SO;axisetron;Ondansetron;axisetron, Zofran;nein;Supportiv;Antiemetikum;A04AA01
SO;Ondansetron;Ondansetron;axisetron, Zofran;nein;Supportiv;Antiemetikum;A04AA01
SO;Zofran;Ondansetron;axisetron, Zofran;nein;Supportiv;Antiemetikum;A04AA01
IM;Neumega. Baijieyi;Oprelvekin;Neumega. Baijieyi;nein;Supportiv;Sonstiges Supportivum;L03AC02
IM;Oprelvekin;Oprelvekin;Neumega. Baijieyi;nein;Supportiv;Sonstiges Supportivum;L03AC02
ZS;Osimertinib;Osimertinib;TAGRISSO;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE35
ZS;TAGRISSO;Osimertinib;TAGRISSO;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE35
CH;axiplatin;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;BENDAPLATIN;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;ELOXATIN;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;Euroxaliplatin;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;medoxa;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;Oxaliplatin;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;Riboxatin;Oxaliplatin;axiplatin, BENDAPLATIN, ELOXATIN, Euroxaliplatin, medoxa, Riboxatin;ja;Zytostatikum;Platin-haltige Verbindung;L01XA03
CH;Aritaxel;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;BENDATAX;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;celltaxel;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Eurotaxel;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;NeoTaxan;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Paclitaxel;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Ribotax;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Taxol;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Taxomedac;Paclitaxel;Aritaxel, BENDATAX, celltaxel, Eurotaxel, NeoTaxan, Ribotax, Taxomedac, Taxol;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Abraxane;Paclitaxel nab;Abraxane, Pazenir;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Paclitaxel nab;Paclitaxel nab;Abraxane, Pazenir;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Pazenir;Paclitaxel nab;Abraxane, Pazenir;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD01
CH;Opaxio;Paclitaxel poliglumex;Xyotax, Opaxio;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD03
CH;Paclitaxel poliglumex;Paclitaxel poliglumex;Xyotax, Opaxio;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD03
CH;Xyotax;Paclitaxel poliglumex;Xyotax, Opaxio;ja;Zytostatikum;Mitosespindelgift (Taxan);L01CD03
ZS;IBRANCE;Palbociclib;IBRANCE;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE33
ZS;Palbociclib;Palbociclib;IBRANCE;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE33
SO;Kepivance;Palifermin;Kepivance;nein;Supportiv;Sonstiges Supportivum;V03AF08
SO;Palifermin;Palifermin;Kepivance;nein;Supportiv;Sonstiges Supportivum;V03AF08
SO;Aloxi;Palonosetron;Aloxi;nein;Supportiv;Antiemetikum;A04AA05, A04AA55
SO;Palonosetron;Palonosetron;Aloxi;nein;Supportiv;Antiemetikum;A04AA05, A04AA55
SO;axidronat;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
SO;PAMIDRO-cell;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
SO;Pamidronat;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
SO;Pamidronsäure;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
SO;Pamifos;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
SO;Ribodronat;Pamidronsäure;Pamidronat, Pamifos, Ribodronat, axidronat, PAMIDRO-cell;nein;Supportiv;Bisphosphonat;M05BA03
IM;Panitumumab;Panitumumab;Vectibix;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;L01XC08 
IM;Vectibix;Panitumumab;Vectibix;ja;Anderes antineoplastisches Mittel;Antikörper, Proteinkinase-Inhibitor;L01XC08 
ZS;Farydak;Panobinostat;Farydak;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX42
ZS;Panobinostat;Panobinostat;Farydak;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX42
SO;Paracetamol;Paracetamol;;nein;Supportiv;Analgetikum;N02BE01
IM;ParvOryx;Parvovirus H1;ParvOryx;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;
IM;Parvovirus H1;Parvovirus H1;ParvOryx;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;
ZS;Pazopanib;Pazopanib;Votrient;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE11
ZS;Votrient;Pazopanib;Votrient;ja;Anderes antineoplastisches Mittel;Proteinkinase-Inhibitor;L01XE11
CH;Oncaspar;Pegaspargase;Oncaspar, Peg-Asparaginase;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01XX24
CH;Peg-Asparaginase;Pegaspargase;Oncaspar, Peg-Asparaginase;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01XX24
CH;Pegaspargase;Pegaspargase;Oncaspar, Peg-Asparaginase;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;L01XX24
SO;Neulasta;Pegfilgrastim;Neulasta, Pelgraz, Pelmeg;nein;Supportiv;Sonstiges Supportivum;L03AA13
SO;Pegfilgrastim;Pegfilgrastim;Neulasta, Pelgraz, Pelmeg;nein;Supportiv;Sonstiges Supportivum;L03AA13
SO;Pelgraz;Pegfilgrastim;Neulasta, Pelgraz, Pelmeg;nein;Supportiv;Sonstiges Supportivum;L03AA13
SO;Pelmeg;Pegfilgrastim;Neulasta, Pelgraz, Pelmeg;nein;Supportiv;Sonstiges Supportivum;L03AA13
IM;Pegasys;Peginterferon alpha-2a;Pegasys;ja;Immunmodulator;Interferon;L03AB11
IM;Peginterferon alpha-2a;Peginterferon alpha-2a;Pegasys;ja;Immunmodulator;Interferon;L03AB11
IM;Peginterferon alpha-2b;Peginterferon alpha-2b;PegIntron, Sylatron, ViraferonPeg;ja;Immunmodulator;Interferon;L03AB10 
IM;PegIntron;Peginterferon alpha-2b;PegIntron, Sylatron, ViraferonPeg;ja;Immunmodulator;Interferon;L03AB10 
IM;Sylatron;Peginterferon alpha-2b;PegIntron, Sylatron, ViraferonPeg;ja;Immunmodulator;Interferon;L03AB10 
IM;ViraferonPeg;Peginterferon alpha-2b;PegIntron, Sylatron, ViraferonPeg;ja;Immunmodulator;Interferon;L03AB10 
IM;KEYTRUDA;Pembrolizumab;KEYTRUDA;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;L01XC18 
IM;Pembrolizumab;Pembrolizumab;KEYTRUDA;ja;Anderes antineoplastisches Mittel;Antikörper, Checkpoint-Inhibitor;L01XC18 
CH;ALIMTA;Pemetrexed;ALIMTA;ja;Zytostatikum;Antimetabolit;L01BA04
CH;Pemetrexed;Pemetrexed;ALIMTA;ja;Zytostatikum;Antimetabolit;L01BA04
ZS;Nipent;Pentostatin;Nipent;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX08
ZS;Pentostatin;Pentostatin;Nipent;ja;Anderes antineoplastisches Mittel;Sonstige zielgerichtete Substanz;L01XX08
IM;Perjeta;Pertuzumab;Perjeta;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC13
IM;Pertuzumab;Pertuzumab;Perjeta;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC13
CH;Pipobroman;Pipobroman;Vercite, Vercyte;ja;Zytostatikum;Alkylanz;L01AX02
CH;Vercite;Pipobroman;Vercite, Vercyte;ja;Zytostatikum;Alkylanz;L01AX02
CH;Vercyte;Pipobroman;Vercite, Vercyte;ja;Zytostatikum;Alkylanz;L01AX02
CH;Pinorubin;Pirarubicin;Pinorubin, Therarubicin;ja;Zytostatikum;Anthrazyklin;L01DB08
CH;Pirarubicin;Pirarubicin;Pinorubin, Therarubicin;ja;Zytostatikum;Anthrazyklin;L01DB08
CH;Therarubicin;Pirarubicin;Pinorubin, Therarubicin;ja;Zytostatikum;Anthrazyklin;L01DB08
SO;Esbriet;Pirfenidon;Esbriet;nein;Supportiv;Sonstiges Supportivum;L04AX05 
SO;Pirfenidon;Pirfenidon;Esbriet;nein;Supportiv;Sonstiges Supportivum;L04AX05 
CH;Pixantron;Pixantron;Pixuvri;ja;Zytostatikum;Anthrazyklin;L01DB11
CH;Pixuvri;Pixantron;Pixuvri;ja;Zytostatikum;Anthrazyklin;L01DB11
SO;Placebo;Placebo;Plazebo;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;V03AX10
SO;Plazebo;Placebo;Plazebo;ja;Anderes antineoplastisches Mittel;Sonstige Substanz;V03AX10
SO;Mozobil;Plerixafor;Mozobil;nein;Supportiv;Sonstiges Supportivum;L03AX16
SO;Plerixafor;Plerixafor;Mozobil;nein;Supportiv;Sonstiges Supportivum;L03AX16
CH;Mithracin;Plicamycin;Mithramycin, Mithracin;ja;Zytostatikum;Anthrazyklin;L01DC02
CH;Mithramycin;Plicamycin;Mithramycin, Mithracin;ja;Zytostatikum;Anthrazyklin;L01DC02
CH;Plicamycin;Plicamycin;Mithramycin, Mithracin;ja;Zytostatikum;Anthrazyklin;L01DC02
IM;hu1D9;Plozalizumab;MLN1202, TAK-202, hu1D9;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;MLN1202;Plozalizumab;MLN1202, TAK-202, hu1D9;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Plozalizumab;Plozalizumab;MLN1202, TAK-202, hu1D9;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;TAK-202;Plozalizumab;MLN1202, TAK-202, hu1D9;ja;Anderes antineoplastisches Mittel;Antikörper;
IM;Polatuzumab Vedotin;Polatuzumab Vedotin;Polatzumab, Vedotin, Polvy;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC37
IM;Polatzumab;Polatuzumab Vedotin;Polatzumab, Vedotin, Polvy;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC37
IM;Polvy;Polatuzumab Vedotin;Polatzumab, Vedotin, Polvy;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC37
IM;Vedotin;Polatuzumab Vedotin;Polatzumab, Vedotin, Polvy;ja;Anderes antineoplastisches Mittel;Antikörper;L01XC37
SO;Hiltonol;Poly ICLC;Hiltonol, poly ICLC;nein;Supportiv;Sonstiges Supportivum;L03AX08
SO;Poly ICLC;Poly ICLC;Hiltonol, poly ICLC;nein;Supportiv;Sonstiges Supportivum;L03AX08
SO;poly ICLC;Poly ICLC;Hiltonol, poly ICLC;nein;Supportiv;Sonstiges Supportivum;L03AX08
HO;Estradurin;Polyestradiolphosphat;Estradurin, Polyestradiol Phosphat;ja;Endokrine Therapie;Sonstige endokrine Therapie;L02AA02
HO;Polyestradiol Phosphat;Polyestradiolphosphat;Estradurin, Polyestradiol Phosphat;ja;Endokrine Therapie;Sonstige endokrine Therapie;L02AA02
